Car Title,Brand,Model,Price,Year,Trim,Mileage,Condition,Transmission,Fuel Type,CC,Color,Location,Body Type,Image Paths,URL
Used JAC JS3 1.6L Topline 2024,Jac,Js3,"EGP 875,000",2024,1.6L Topline,"12,000 KM",Used,CVT,Petrol,"1,600",White,Mansoura,Hatchback,images_yallamotor\jac_js3_2024_10852\img_1.jpg; images_yallamotor\jac_js3_2024_10852\img_2.jpg; images_yallamotor\jac_js3_2024_10852\img_3.jpg; images_yallamotor\jac_js3_2024_10852\img_4.jpg,https://egypt.yallamotor.com/used-cars/jac/js3/2024/used-jac-js3-2024-mansoura-1713849
Used JAC JS4 2022,Jac,Js4,"EGP 675,000",2022,Base/Standard,"45,000 KM",Used,-,Petrol,"1,600",Gray,Cairo,Sedan,images_yallamotor\jac_js4_2022_23964\img_1.jpg; images_yallamotor\jac_js4_2022_23964\img_2.jpg; images_yallamotor\jac_js4_2022_23964\img_3.jpg; images_yallamotor\jac_js4_2022_23964\img_4.jpg,https://egypt.yallamotor.com/used-cars/jac/js4/2022/used-jac-js4-2022-cairo-2074881
Used JAC S2 Standard 2019,Jac,S2,"EGP 500,000",2019,Standard,"130,000 KM",Used,Automatic,Petrol,"1,500",Other,Nasr City,Hatchback,images_yallamotor\jac_s2_2019_71433\img_1.jpg,https://egypt.yallamotor.com/used-cars/jac/s2/2019/used-jac-s2-2019-nasr-city-1599590
Used JAC S4 1.5T Deluxe 2021,Jac,S4,"EGP 700,000",2021,1.5T Deluxe,"170,000 KM",Used,CVT,Petrol,"1,499",White,Cairo,SUV,images_yallamotor\jac_s4_2021_78861\img_1.jpg; images_yallamotor\jac_s4_2021_78861\img_2.jpg; images_yallamotor\jac_s4_2021_78861\img_3.jpg; images_yallamotor\jac_s4_2021_78861\img_4.jpg; images_yallamotor\jac_s4_2021_78861\img_5.jpg; images_yallamotor\jac_s4_2021_78861\img_6.jpg; images_yallamotor\jac_s4_2021_78861\img_7.jpg,https://egypt.yallamotor.com/used-cars/jac/s4/2021/used-jac-s4-2021-cairo-1753187
Used JAC S4 1.5T Deluxe 2024,Jac,S4,"EGP 1,100,000",2024,1.5T Deluxe,"10,000 KM",Used,Automatic,Petrol,"1,500",Black,Port Saeed,SUV,images_yallamotor\jac_s4_2024_96181\img_1.jpg; images_yallamotor\jac_s4_2024_96181\img_2.jpg; images_yallamotor\jac_s4_2024_96181\img_3.jpg; images_yallamotor\jac_s4_2024_96181\img_4.jpg; images_yallamotor\jac_s4_2024_96181\img_5.jpg,https://egypt.yallamotor.com/used-cars/jac/s4/2024/used-jac-s4-2024-port-saeed-1648217
Used Jaguar F-Pace 2017,Jaguar,F-pace,"EGP 2,800,000",2017,Base/Standard,"106,000 KM",Used,automatic,Petrol,"1,600",White,Cairo,SUV,images_yallamotor\jaguar_f-pace_2017_11346\img_1.jpg; images_yallamotor\jaguar_f-pace_2017_11346\img_2.jpg; images_yallamotor\jaguar_f-pace_2017_11346\img_3.jpg; images_yallamotor\jaguar_f-pace_2017_11346\img_4.jpg; images_yallamotor\jaguar_f-pace_2017_11346\img_5.jpg,https://egypt.yallamotor.com/used-cars/jaguar/f-pace/2017/used-jaguar-f-pace-2017-cairo-1581067
Used Jaguar X Type 2003,Jaguar,X-type,"EGP 750,000",2003,X Type,"90,000 KM",Used,Automatic,Petrol,"2,500",Tan,Giza,Sedan,images_yallamotor\jaguar_x-type_2003_24259\img_1.jpg; images_yallamotor\jaguar_x-type_2003_24259\img_2.jpg; images_yallamotor\jaguar_x-type_2003_24259\img_3.jpg; images_yallamotor\jaguar_x-type_2003_24259\img_4.jpg; images_yallamotor\jaguar_x-type_2003_24259\img_5.jpg; images_yallamotor\jaguar_x-type_2003_24259\img_6.jpg; images_yallamotor\jaguar_x-type_2003_24259\img_7.jpg; images_yallamotor\jaguar_x-type_2003_24259\img_8.jpg; images_yallamotor\jaguar_x-type_2003_24259\img_9.jpg,https://egypt.yallamotor.com/used-cars/jaguar/x-type/2003/used-jaguar-x-type-2003-giza-1691349
Used JAC JS4 1.5T Deluxe 2022,Jac,Js4,"EGP 850,000",2022,1.5T Deluxe,"21,000 KM",Used,CVT,Petrol,"1,499",Red,Giza,Other,images_yallamotor\jac_js4_2022_68128\img_1.jpg; images_yallamotor\jac_js4_2022_68128\img_2.jpg; images_yallamotor\jac_js4_2022_68128\img_3.jpg; images_yallamotor\jac_js4_2022_68128\img_4.jpg,https://egypt.yallamotor.com/used-cars/jac/js4/2022/used-jac-js4-2022-giza-1632719
429 Too Many Requests,Jac,Refrigerated-truck,N/A,2012,429 Too Many Requests,N/A,Used,N/A,N/A,N/A,N/A,N/A,N/A,,https://egypt.yallamotor.com/used-cars/jac/refrigerated-truck/2012/used-jac-refrigerated-truck-2012-delta-1712051
Used JAC Refrigerated Truck Freezer Vehicle Reefer Truck Refrigerator Truck 2012,Jac,Refrigerated-truck,"EGP 370,000",2012,Refrigerated Truck Freezer Vehicle Reefer Truck Refrigerator Truck,"165,000 KM",Used,Manual,Petrol,"2,000",Black,Giza,Truck,images_yallamotor\jac_refrigerated-truck_2012_95501\img_1.jpg; images_yallamotor\jac_refrigerated-truck_2012_95501\img_2.jpg; images_yallamotor\jac_refrigerated-truck_2012_95501\img_3.jpg; images_yallamotor\jac_refrigerated-truck_2012_95501\img_4.jpg; images_yallamotor\jac_refrigerated-truck_2012_95501\img_5.jpg; images_yallamotor\jac_refrigerated-truck_2012_95501\img_6.jpg,https://egypt.yallamotor.com/used-cars/jac/refrigerated-truck/2012/used-jac-refrigerated-truck-2012-giza-1697960
Used JAC S2 2009,Jac,S2,"EGP 350,000",2009,Base/Standard,"100,000 KM",Used,Manual,Diesel,-,White,Monufeya,Other,images_yallamotor\jac_s2_2009_12188\img_1.jpg; images_yallamotor\jac_s2_2009_12188\img_2.jpg; images_yallamotor\jac_s2_2009_12188\img_3.jpg; images_yallamotor\jac_s2_2009_12188\img_4.jpg; images_yallamotor\jac_s2_2009_12188\img_5.jpg,https://egypt.yallamotor.com/used-cars/jac/s2/2009/used-jac-s2-2009-monufeya-1550759
Used JAC S2 Mid 2016,Jac,S2,"EGP 470,000",2016,Mid,"60,000 KM",Used,Automatic,Petrol,"1,500",White,Cairo,SUV,images_yallamotor\jac_s2_2016_26807\img_1.jpeg; images_yallamotor\jac_s2_2016_26807\img_2.jpeg; images_yallamotor\jac_s2_2016_26807\img_3.jpeg; images_yallamotor\jac_s2_2016_26807\img_4.jpeg; images_yallamotor\jac_s2_2016_26807\img_5.jpeg; images_yallamotor\jac_s2_2016_26807\img_6.jpeg,https://egypt.yallamotor.com/used-cars/jac/s2/2016/used-jac-s2-2016-cairo-2028200
Used Jeep Cherokee 2022,Jeep,Cherokee,"EGP 800,000",2022,Base/Standard,"19,000 KM",Used,Automatic,Petrol,"5,700",Black,Cairo,SUV,images_yallamotor\jeep_cherokee_2022_47597\img_1.jpg; images_yallamotor\jeep_cherokee_2022_47597\img_2.jpg; images_yallamotor\jeep_cherokee_2022_47597\img_3.jpg; images_yallamotor\jeep_cherokee_2022_47597\img_4.jpg; images_yallamotor\jeep_cherokee_2022_47597\img_5.jpg,https://egypt.yallamotor.com/used-cars/jeep/cherokee/2022/used-jeep-cherokee-2022-cairo-1688272
Used Jeep Grand Cherokee L 2000,Jeep,Grand-cherokee-l,"EGP 265,000",2000,Grand Cherokee L,"140,000 KM",Used,-,Petrol,"1,600",Black,Cairo,Other,images_yallamotor\jeep_grand-cherokee-l_2000_63420\img_1.jpg; images_yallamotor\jeep_grand-cherokee-l_2000_63420\img_2.jpg; images_yallamotor\jeep_grand-cherokee-l_2000_63420\img_3.jpg; images_yallamotor\jeep_grand-cherokee-l_2000_63420\img_4.jpg,https://egypt.yallamotor.com/used-cars/jeep/grand-cherokee-l/2000/used-jeep-grand-cherokee-l-2000-cairo-1754407
Used Jeep Grand Cherokee L Limited 5.7L 2010,Jeep,Grand-cherokee-l,"EGP 1,150,000",2010,Grand Cherokee L Limited 5.7L,"310,000 KM",Used,Automatic,Petrol,"5,700",Gold,Cairo,SUV,images_yallamotor\jeep_grand-cherokee-l_2010_75404\img_1.jpg; images_yallamotor\jeep_grand-cherokee-l_2010_75404\img_2.jpg; images_yallamotor\jeep_grand-cherokee-l_2010_75404\img_3.jpg,https://egypt.yallamotor.com/used-cars/jeep/grand-cherokee-l/2010/used-jeep-grand-cherokee-l-2010-cairo-1592490
Used Jeep Grand Cherokee L 2017,Jeep,Grand-cherokee-l,"EGP 1,960,000",2017,Grand Cherokee L,"135,000 KM",Used,-,Petrol,"1,600",Gray,Cairo,SUV,images_yallamotor\jeep_grand-cherokee-l_2017_86912\img_1.jpg; images_yallamotor\jeep_grand-cherokee-l_2017_86912\img_2.jpg; images_yallamotor\jeep_grand-cherokee-l_2017_86912\img_3.jpg; images_yallamotor\jeep_grand-cherokee-l_2017_86912\img_4.jpg,https://egypt.yallamotor.com/used-cars/jeep/grand-cherokee-l/2017/used-jeep-grand-cherokee-l-2017-cairo-1756522
Used Jeep Grand Cherokee 5.7L Overland 1996,Jeep,Grand-cherokee,"EGP 500,000",1996,Grand Cherokee 5.7L Overland,"200,000 KM",Used,Automatic,Petrol,"5,654",Other,Alexandria,SUV,images_yallamotor\jeep_grand-cherokee_1996_393\img_1.jpg,https://egypt.yallamotor.com/used-cars/jeep/grand-cherokee/1996/used-jeep-grand-cherokee-1996-alexandria-1723494
Used Jeep Cherokee 2010,Jeep,Cherokee,"EGP 880,000",2010,Base/Standard,"320,000 KM",Used,Automatic,Petrol,"3,600",Black,6th of October City,SUV,images_yallamotor\jeep_cherokee_2010_41137\img_1.jpeg; images_yallamotor\jeep_cherokee_2010_41137\img_2.jpeg,https://egypt.yallamotor.com/used-cars/jeep/cherokee/2010/used-jeep-cherokee-2010-6th-of-october-city-1577328
Used Jeep Cherokee 3.2L Limited 2011,Jeep,Cherokee,"EGP 995,000",2011,3.2L Limited,"190,000 KM",Used,Automatic,Petrol,"3,200",Silver,Cairo,SUV,images_yallamotor\jeep_cherokee_2011_50004\img_1.jpeg; images_yallamotor\jeep_cherokee_2011_50004\img_2.jpeg; images_yallamotor\jeep_cherokee_2011_50004\img_3.jpeg; images_yallamotor\jeep_cherokee_2011_50004\img_4.jpeg,https://egypt.yallamotor.com/used-cars/jeep/cherokee/2011/used-jeep-cherokee-2011-cairo-1586843
Used Jeep Cherokee 2.4 Limited 2011,Jeep,Cherokee,"EGP 1,100,000",2011,2.4 Limited,"104,610 KM",Used,Automatic,Petrol,"2,400",Silver,Menia,SUV,images_yallamotor\jeep_cherokee_2011_60826\img_1.jpg; images_yallamotor\jeep_cherokee_2011_60826\img_2.jpg,https://egypt.yallamotor.com/used-cars/jeep/cherokee/2011/used-jeep-cherokee-2011-menia-1639962
Used Jeep Cherokee 2.4 Limited 2013,Jeep,Cherokee,"EGP 1,250,000",2013,2.4 Limited,"177,000 KM",Used,Automatic,Petrol,"3,700",Tan,Cairo,SUV,images_yallamotor\jeep_cherokee_2013_71466\img_1.jpg; images_yallamotor\jeep_cherokee_2013_71466\img_2.jpg; images_yallamotor\jeep_cherokee_2013_71466\img_3.jpg,https://egypt.yallamotor.com/used-cars/jeep/cherokee/2013/used-jeep-cherokee-2013-cairo-1738161
Used Jeep Cherokee 3.2L Limited 2016,Jeep,Cherokee,"EGP 2,250,000",2016,3.2L Limited,"100,000 KM",Used,Automatic,Petrol,"5,700",Black,Alexandria,SUV,images_yallamotor\jeep_cherokee_2016_83558\img_1.jpeg; images_yallamotor\jeep_cherokee_2016_83558\img_2.jpeg; images_yallamotor\jeep_cherokee_2016_83558\img_3.jpeg; images_yallamotor\jeep_cherokee_2016_83558\img_4.jpeg; images_yallamotor\jeep_cherokee_2016_83558\img_5.jpeg; images_yallamotor\jeep_cherokee_2016_83558\img_6.jpeg; images_yallamotor\jeep_cherokee_2016_83558\img_7.jpeg; images_yallamotor\jeep_cherokee_2016_83558\img_8.jpeg; images_yallamotor\jeep_cherokee_2016_83558\img_9.jpeg; images_yallamotor\jeep_cherokee_2016_83558\img_10.jpeg; images_yallamotor\jeep_cherokee_2016_83558\img_11.jpeg,https://egypt.yallamotor.com/used-cars/jeep/cherokee/2016/used-jeep-cherokee-2016-alexandria-1559358
Used Jeep Cherokee 3.7 Limited 2000,Jeep,Cherokee,"EGP 360,000",2000,3.7 Limited,"200,000 KM",Used,Automatic,Petrol,"4,000",Black,10th of Ramadan,SUV,images_yallamotor\jeep_cherokee_2000_37040\img_1.jpeg; images_yallamotor\jeep_cherokee_2000_37040\img_2.jpeg; images_yallamotor\jeep_cherokee_2000_37040\img_3.jpeg; images_yallamotor\jeep_cherokee_2000_37040\img_4.jpeg,https://egypt.yallamotor.com/used-cars/jeep/cherokee/2000/used-jeep-cherokee-2000-10th-of-ramadan-1595741
Used Jeep Cherokee 2001,Jeep,Cherokee,"EGP 400,000",2001,Base/Standard,"337,000 KM",Used,Automatic,Petrol,"4,000",Gray,10th of Ramadan,SUV,images_yallamotor\jeep_cherokee_2001_51693\img_1.jpg; images_yallamotor\jeep_cherokee_2001_51693\img_2.jpg; images_yallamotor\jeep_cherokee_2001_51693\img_3.jpg; images_yallamotor\jeep_cherokee_2001_51693\img_4.jpg; images_yallamotor\jeep_cherokee_2001_51693\img_5.jpg; images_yallamotor\jeep_cherokee_2001_51693\img_6.jpg; images_yallamotor\jeep_cherokee_2001_51693\img_7.jpg,https://egypt.yallamotor.com/used-cars/jeep/cherokee/2001/used-jeep-cherokee-2001-10th-of-ramadan-1768265
Used Jeep Cherokee 3.2L Limited 2002,Jeep,Cherokee,"EGP 430,000",2002,3.2L Limited,"206,000 KM",Used,Automatic,Petrol,"3,200",Blue,Giza,SUV,images_yallamotor\jeep_cherokee_2002_71285\img_1.jpg; images_yallamotor\jeep_cherokee_2002_71285\img_2.jpg; images_yallamotor\jeep_cherokee_2002_71285\img_3.jpg; images_yallamotor\jeep_cherokee_2002_71285\img_4.jpg; images_yallamotor\jeep_cherokee_2002_71285\img_5.jpg,https://egypt.yallamotor.com/used-cars/jeep/cherokee/2002/used-jeep-cherokee-2002-giza-2055100
Used Jeep Cherokee 2.4 Limited 2008,Jeep,Cherokee,"EGP 950,000",2008,2.4 Limited,"220,000 KM",Used,Automatic,Petrol,"3,700",Gray,Alexandria,SUV,images_yallamotor\jeep_cherokee_2008_85133\img_1.jpeg; images_yallamotor\jeep_cherokee_2008_85133\img_2.jpeg; images_yallamotor\jeep_cherokee_2008_85133\img_3.jpeg; images_yallamotor\jeep_cherokee_2008_85133\img_4.jpeg; images_yallamotor\jeep_cherokee_2008_85133\img_5.jpeg; images_yallamotor\jeep_cherokee_2008_85133\img_6.jpeg,https://egypt.yallamotor.com/used-cars/jeep/cherokee/2008/used-jeep-cherokee-2008-alexandria-2036033
Used Jeep Cherokee 2008,Jeep,Cherokee,"EGP 780,000",2008,Base/Standard,"182,000 KM",Used,-,Petrol,"1,600",Black,Cairo,SUV,images_yallamotor\jeep_cherokee_2008_1575\img_1.jpg; images_yallamotor\jeep_cherokee_2008_1575\img_2.jpg; images_yallamotor\jeep_cherokee_2008_1575\img_3.jpg; images_yallamotor\jeep_cherokee_2008_1575\img_4.jpg,https://egypt.yallamotor.com/used-cars/jeep/cherokee/2008/used-jeep-cherokee-2008-cairo-1751340
Used Jeep Grand Cherokee 1997,Jeep,Grand-cherokee,"EGP 370,000",1997,Grand Cherokee,450 KM,Used,-,Petrol,"1,600",Beige,Cairo,SUV,images_yallamotor\jeep_grand-cherokee_1997_47821\img_1.jpg; images_yallamotor\jeep_grand-cherokee_1997_47821\img_2.jpg; images_yallamotor\jeep_grand-cherokee_1997_47821\img_3.jpg; images_yallamotor\jeep_grand-cherokee_1997_47821\img_4.jpg,https://egypt.yallamotor.com/used-cars/jeep/grand-cherokee/1997/used-jeep-grand-cherokee-1997-cairo-2034260
Used Jeep Grand Cherokee 1997,Jeep,Grand-cherokee,"EGP 340,000",1997,Grand Cherokee,"450,000 KM",Used,-,Petrol,"1,600",White,Cairo,SUV,images_yallamotor\jeep_grand-cherokee_1997_58972\img_1.jpg; images_yallamotor\jeep_grand-cherokee_1997_58972\img_2.jpg; images_yallamotor\jeep_grand-cherokee_1997_58972\img_3.jpg; images_yallamotor\jeep_grand-cherokee_1997_58972\img_4.jpg,https://egypt.yallamotor.com/used-cars/jeep/grand-cherokee/1997/used-jeep-grand-cherokee-1997-cairo-2049719
Used Jeep Grand Cherokee 1997,Jeep,Grand-cherokee,"EGP 340,000",1997,Grand Cherokee,"450,000 KM",Used,-,Petrol,"1,600",Beige,Cairo,Sedan,images_yallamotor\jeep_grand-cherokee_1997_70876\img_1.jpg; images_yallamotor\jeep_grand-cherokee_1997_70876\img_2.jpg; images_yallamotor\jeep_grand-cherokee_1997_70876\img_3.jpg; images_yallamotor\jeep_grand-cherokee_1997_70876\img_4.jpg,https://egypt.yallamotor.com/used-cars/jeep/grand-cherokee/1997/used-jeep-grand-cherokee-1997-cairo-2060884
Used Jeep Grand Cherokee 1997,Jeep,Grand-cherokee,"EGP 290,000",1997,Grand Cherokee,"450,000 KM",Used,-,Petrol,"1,600",Beige,Cairo,Sedan,images_yallamotor\jeep_grand-cherokee_1997_82791\img_1.jpg; images_yallamotor\jeep_grand-cherokee_1997_82791\img_2.jpg; images_yallamotor\jeep_grand-cherokee_1997_82791\img_3.jpg; images_yallamotor\jeep_grand-cherokee_1997_82791\img_4.jpg,https://egypt.yallamotor.com/used-cars/jeep/grand-cherokee/1997/used-jeep-grand-cherokee-1997-cairo-2061971
Used Jeep Grand Cherokee Limited 5.7L 1997,Jeep,Grand-cherokee,"EGP 275,000",1997,Grand Cherokee Limited 5.7L,"400,000 KM",Used,Automatic,Petrol,"4,000",Gray,Giza,SUV,images_yallamotor\jeep_grand-cherokee_1997_93494\img_1.jpg; images_yallamotor\jeep_grand-cherokee_1997_93494\img_2.jpg; images_yallamotor\jeep_grand-cherokee_1997_93494\img_3.jpg; images_yallamotor\jeep_grand-cherokee_1997_93494\img_4.jpg; images_yallamotor\jeep_grand-cherokee_1997_93494\img_5.jpg; images_yallamotor\jeep_grand-cherokee_1997_93494\img_6.jpg; images_yallamotor\jeep_grand-cherokee_1997_93494\img_7.jpg; images_yallamotor\jeep_grand-cherokee_1997_93494\img_8.jpg; images_yallamotor\jeep_grand-cherokee_1997_93494\img_9.jpg,https://egypt.yallamotor.com/used-cars/jeep/grand-cherokee/1997/used-jeep-grand-cherokee-1997-giza-1488023
Used Jaguar X Type 2008,Jaguar,X-type,"EGP 800,000",2008,X Type,"215,000 KM",Used,Automatic,Petrol,"2,500",Other,Giza,Sedan,images_yallamotor\jaguar_x-type_2008_30528\img_1.jpg; images_yallamotor\jaguar_x-type_2008_30528\img_2.jpg; images_yallamotor\jaguar_x-type_2008_30528\img_3.jpg; images_yallamotor\jaguar_x-type_2008_30528\img_4.jpg; images_yallamotor\jaguar_x-type_2008_30528\img_5.jpg,https://egypt.yallamotor.com/used-cars/jaguar/x-type/2008/used-jaguar-x-type-2008-giza-2083495
Used Jeep Cherokee Longitude 1996,Jeep,Cherokee,"EGP 175,000",1996,Longitude,"400,000 KM",Used,Automatic,Petrol,"4,100",Black,Cairo,SUV,images_yallamotor\jeep_cherokee_1996_46712\img_1.jpg; images_yallamotor\jeep_cherokee_1996_46712\img_2.jpg,https://egypt.yallamotor.com/used-cars/jeep/cherokee/1996/used-jeep-cherokee-1996-cairo-1547228
Used Jeep Cherokee 1996,Jeep,Cherokee,"EGP 160,000",1996,Base/Standard,"350,000 KM",Used,automatic,Petrol,6,Black,Cairo,suv-crossover,images_yallamotor\jeep_cherokee_1996_56090\img_1.jpg; images_yallamotor\jeep_cherokee_1996_56090\img_2.jpg; images_yallamotor\jeep_cherokee_1996_56090\img_3.jpg; images_yallamotor\jeep_cherokee_1996_56090\img_4.jpg; images_yallamotor\jeep_cherokee_1996_56090\img_5.jpg,https://egypt.yallamotor.com/used-cars/jeep/cherokee/1996/used-jeep-cherokee-1996-cairo-1603551
Used Jeep Cherokee 1999,Jeep,Cherokee,"EGP 220,000",1999,Base/Standard,"500,000 KM",Used,Manual,Petrol,"2,450",White,Cairo,SUV,images_yallamotor\jeep_cherokee_1999_71465\img_1.jpg; images_yallamotor\jeep_cherokee_1999_71465\img_2.jpg; images_yallamotor\jeep_cherokee_1999_71465\img_3.jpg; images_yallamotor\jeep_cherokee_1999_71465\img_4.jpg,https://egypt.yallamotor.com/used-cars/jeep/cherokee/1999/used-jeep-cherokee-1999-cairo-1492447
Used Jeep Cherokee 2.4 Limited 1999,Jeep,Cherokee,"EGP 300,000",1999,2.4 Limited,"224,000 KM",Used,Automatic,Petrol,"2,400",Green,Cairo,SUV,images_yallamotor\jeep_cherokee_1999_84892\img_1.jpg; images_yallamotor\jeep_cherokee_1999_84892\img_2.jpg; images_yallamotor\jeep_cherokee_1999_84892\img_3.jpg; images_yallamotor\jeep_cherokee_1999_84892\img_4.jpg; images_yallamotor\jeep_cherokee_1999_84892\img_5.jpg; images_yallamotor\jeep_cherokee_1999_84892\img_6.jpg; images_yallamotor\jeep_cherokee_1999_84892\img_7.jpg; images_yallamotor\jeep_cherokee_1999_84892\img_8.jpg; images_yallamotor\jeep_cherokee_1999_84892\img_9.jpg; images_yallamotor\jeep_cherokee_1999_84892\img_10.jpg; images_yallamotor\jeep_cherokee_1999_84892\img_11.jpg; images_yallamotor\jeep_cherokee_1999_84892\img_12.jpg; images_yallamotor\jeep_cherokee_1999_84892\img_13.jpg; images_yallamotor\jeep_cherokee_1999_84892\img_14.jpg; images_yallamotor\jeep_cherokee_1999_84892\img_15.jpg,https://egypt.yallamotor.com/used-cars/jeep/cherokee/1999/used-jeep-cherokee-1999-cairo-1747846
Used Jeep Grand Cherokee Limited 5.7L 2019,Jeep,Grand-cherokee,"EGP 3,000,000",2019,Grand Cherokee Limited 5.7L,"80,000 KM",Used,Automatic,Petrol,"5,700",Black,Cairo,SUV,images_yallamotor\jeep_grand-cherokee_2019_18252\img_1.jpeg; images_yallamotor\jeep_grand-cherokee_2019_18252\img_2.jpeg; images_yallamotor\jeep_grand-cherokee_2019_18252\img_3.jpeg; images_yallamotor\jeep_grand-cherokee_2019_18252\img_4.jpeg; images_yallamotor\jeep_grand-cherokee_2019_18252\img_5.jpeg,https://egypt.yallamotor.com/used-cars/jeep/grand-cherokee/2019/used-jeep-grand-cherokee-2019-cairo-1739949
Used Jeep Grand Cherokee 2019,Jeep,Grand-cherokee,"EGP 2,090,000",2019,Grand Cherokee,"200,000 KM",Used,Automatic,Petrol,"1,600",Black,Cairo,SUV,images_yallamotor\jeep_grand-cherokee_2019_33207\img_1.jpg; images_yallamotor\jeep_grand-cherokee_2019_33207\img_2.jpg; images_yallamotor\jeep_grand-cherokee_2019_33207\img_3.jpg; images_yallamotor\jeep_grand-cherokee_2019_33207\img_4.jpg,https://egypt.yallamotor.com/used-cars/jeep/grand-cherokee/2019/used-jeep-grand-cherokee-2019-cairo-1767583
Used Jeep Grand Cherokee 2020,Jeep,Grand-cherokee,"EGP 5,000,000",2020,Grand Cherokee,"24,000 KM",Used,automatic,Petrol,"1,600",Black,Cairo,SUV,images_yallamotor\jeep_grand-cherokee_2020_45980\img_1.jpg,https://egypt.yallamotor.com/used-cars/jeep/grand-cherokee/2020/used-jeep-grand-cherokee-2020-cairo-1582038
Used Jeep Grand Cherokee 3.6L Limited 2020,Jeep,Grand-cherokee,"EGP 3,325,000",2020,Grand Cherokee 3.6L Limited,"80,000 KM",Used,Automatic,Petrol,"3,604",Black,Cairo,SUV,images_yallamotor\jeep_grand-cherokee_2020_54478\img_1.jpg; images_yallamotor\jeep_grand-cherokee_2020_54478\img_2.jpg; images_yallamotor\jeep_grand-cherokee_2020_54478\img_3.jpg; images_yallamotor\jeep_grand-cherokee_2020_54478\img_4.jpg; images_yallamotor\jeep_grand-cherokee_2020_54478\img_5.jpg,https://egypt.yallamotor.com/used-cars/jeep/grand-cherokee/2020/used-jeep-grand-cherokee-2020-cairo-1722137
Used Jeep Grand Cherokee Limited 5.7L 2021,Jeep,Grand-cherokee,"EGP 4,150,000",2021,Grand Cherokee Limited 5.7L,"29,000 KM",Used,Automatic,Petrol,"5,700",Gray,6th of October City,SUV,images_yallamotor\jeep_grand-cherokee_2021_69184\img_1.jpg,https://egypt.yallamotor.com/used-cars/jeep/grand-cherokee/2021/used-jeep-grand-cherokee-2021-6th-of-october-city-1650374
Used Jeep Grand Cherokee Limited 2001,Jeep,Grand-cherokee,"EGP 595,000",2001,Grand Cherokee Limited,"145,000 KM",Used,Automatic,Petrol,"3,700",Black,Cairo,SUV,images_yallamotor\jeep_grand-cherokee_2001_13536\img_1.jpg; images_yallamotor\jeep_grand-cherokee_2001_13536\img_2.jpg; images_yallamotor\jeep_grand-cherokee_2001_13536\img_3.jpg; images_yallamotor\jeep_grand-cherokee_2001_13536\img_4.jpg; images_yallamotor\jeep_grand-cherokee_2001_13536\img_5.jpg,https://egypt.yallamotor.com/used-cars/jeep/grand-cherokee/2001/used-jeep-grand-cherokee-2001-cairo-1547746
Used Jeep Grand Cherokee Limited 5.7L 2007,Jeep,Grand-cherokee,"EGP 900,000",2007,Grand Cherokee Limited 5.7L,"190,000 KM",Used,Automatic,Petrol,"5,700",Silver,Alexandria,SUV,images_yallamotor\jeep_grand-cherokee_2007_28849\img_1.jpg; images_yallamotor\jeep_grand-cherokee_2007_28849\img_2.jpg; images_yallamotor\jeep_grand-cherokee_2007_28849\img_3.jpg; images_yallamotor\jeep_grand-cherokee_2007_28849\img_4.jpg,https://egypt.yallamotor.com/used-cars/jeep/grand-cherokee/2007/used-jeep-grand-cherokee-2007-alexandria-1589811
